year,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,no_hooks,hooks_bare,hooks_bait,hook_invalid,hooks_sablefish,discard_status_cde,discard_status
1992,603,1,NA,NA,1992-08-25,238,345731,710,24,97,4,81,0,9,00,Unknown
1992,603,1,NA,NA,1992-08-25,238,345731,710,24,100,19,68,0,13,00,Unknown
1989,603,1,NA,NA,1989-08-08,220,345701,710,2,103,13,60,0,27,00,Unknown
1989,603,1,NA,NA,1989-08-20,232,345701,710,31,100,8,63,0,25,00,Unknown
1995,603,1,NA,NA,1995-09-09,252,345731,710,59,101,15,20,0,64,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,29,100,47,6,0,38,00,Unknown
1993,603,1,NA,NA,1993-08-28,240,345631,710,16,101,28,41,0,28,00,Unknown
2017,603,3,14796,Magia,2017-07-31,212,345731,710,2,45,13,5,0,1,00,Unknown
1992,603,1,NA,NA,1992-08-30,243,345701,710,34,99,4,80,0,4,00,Unknown
1992,603,1,NA,NA,1992-08-20,233,345631,710,13,99,38,42,0,19,00,Unknown
1991,603,1,NA,NA,1991-08-21,233,345631,710,20,98,32,37,0,24,00,Unknown
1994,603,1,NA,NA,1994-09-05,248,345701,710,36,95,68,17,0,10,00,Unknown
1995,603,1,NA,NA,1995-08-28,240,345701,710,19,99,37,4,0,54,00,Unknown
1988,603,1,NA,NA,1988-08-20,233,345701,710,14,94,27,43,0,22,00,Unknown
1992,603,1,NA,NA,1992-08-20,233,345631,710,11,100,27,56,0,13,00,Unknown
1989,603,1,NA,NA,1989-08-09,221,345631,710,6,97,3,86,0,8,00,Unknown
1994,603,1,NA,NA,1994-08-25,237,345731,710,8,102,32,53,0,17,00,Unknown
1994,603,1,NA,NA,1994-08-24,236,345731,710,4,100,19,69,0,8,00,Unknown
1989,603,1,NA,NA,1989-08-25,237,345731,710,42,99,12,73,0,13,00,Unknown
1993,603,1,NA,NA,1993-08-31,243,345701,710,18,100,33,33,0,29,00,Unknown
1995,603,1,NA,NA,1995-08-28,240,345701,710,19,100,27,20,0,42,00,Unknown
1989,603,1,NA,NA,1989-08-08,220,345701,710,1,100,14,54,0,28,00,Unknown
1995,603,1,NA,NA,1995-08-29,241,345631,710,24,98,45,35,0,11,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,27,99,62,3,0,34,00,Unknown
1995,603,1,NA,NA,1995-09-01,244,345631,710,33,100,54,1,0,43,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,27,100,12,76,0,10,00,Unknown
1988,603,1,NA,NA,1988-08-17,230,345631,710,6,98,37,29,0,28,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,27,100,67,1,0,30,00,Unknown
1992,603,1,NA,NA,1992-08-17,230,345701,710,1,89,16,68,0,4,00,Unknown
1993,603,1,NA,NA,1993-08-31,243,345731,710,19,101,22,68,0,11,00,Unknown
1989,603,1,NA,NA,1989-08-20,232,345701,710,31,99,11,78,0,9,00,Unknown
1994,603,1,NA,NA,1994-08-28,240,345631,710,13,100,39,41,0,14,00,Unknown
1994,603,1,NA,NA,1994-08-30,242,345631,710,22,100,69,11,0,19,00,Unknown
1989,603,1,NA,NA,1989-08-23,235,345731,710,37,101,10,84,0,7,00,Unknown
1994,603,1,NA,NA,1994-08-23,235,345731,710,1,100,24,59,0,8,00,Unknown
1989,603,1,NA,NA,1989-08-17,229,345631,710,20,101,12,76,0,13,00,Unknown
1993,603,1,NA,NA,1993-08-26,238,345631,710,9,116,43,35,0,36,00,Unknown
1988,603,1,NA,NA,1988-08-26,239,345731,710,23,100,39,13,0,44,00,Unknown
1989,603,1,NA,NA,1989-08-20,232,345701,710,29,100,12,67,0,18,00,Unknown
1990,603,1,NA,NA,1990-09-08,251,345631,710,32,100,33,51,0,13,00,Unknown
1990,603,1,NA,NA,1990-09-08,251,345631,710,35,99,33,23,0,29,00,Unknown
1988,603,1,NA,NA,1988-08-19,232,345701,710,12,96,60,10,0,24,00,Unknown
1995,603,1,NA,NA,1995-09-08,251,345731,710,58,99,37,54,0,5,00,Unknown
1988,603,1,NA,NA,1988-08-23,236,345701,710,16,97,29,55,0,12,00,Unknown
1994,603,1,NA,NA,1994-09-03,246,345701,710,31,100,4,93,0,3,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,28,99,39,51,0,7,00,Unknown
1988,603,1,NA,NA,1988-08-19,232,345701,710,11,99,27,51,0,19,00,Unknown
1992,603,1,NA,NA,1992-08-18,231,345631,710,3,91,12,75,0,4,00,Unknown
1990,603,1,NA,NA,1990-09-08,251,345631,710,35,99,28,23,0,37,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,28,99,53,16,0,30,00,Unknown
1989,603,1,NA,NA,1989-08-24,236,345731,710,41,100,7,80,0,11,00,Unknown
1991,603,1,NA,NA,1991-08-15,227,345701,710,8,97,44,40,0,13,00,Unknown
1995,603,1,NA,NA,1995-09-06,249,345731,710,47,100,26,35,0,33,00,Unknown
1995,603,1,NA,NA,1995-08-24,236,345701,710,5,96,44,34,0,13,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,27,100,4,94,0,2,00,Unknown
1989,603,1,NA,NA,1989-08-10,222,345631,710,8,102,6,91,0,3,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,28,99,10,80,0,5,00,Unknown
1990,603,1,NA,NA,1990-09-09,252,345631,710,38,99,55,10,0,33,00,Unknown
1994,603,1,NA,NA,1994-08-23,235,345731,710,2,101,20,60,0,18,00,Unknown
1996,603,1,NA,NA,1996-08-21,234,345631,710,13,101,77,3,0,19,00,Unknown
1991,603,1,NA,NA,1991-08-22,234,345631,710,24,101,9,69,0,15,00,Unknown
1993,603,1,NA,NA,1993-09-04,247,345701,710,31,97,33,19,0,41,00,Unknown
1991,603,1,NA,NA,1991-08-28,240,345731,710,26,102,13,78,0,11,00,Unknown
1989,603,1,NA,NA,1989-08-19,231,345701,710,26,99,17,54,0,27,00,Unknown
1992,603,1,NA,NA,1992-08-30,243,345701,710,33,99,33,34,0,30,00,Unknown
1996,603,1,NA,NA,1996-08-22,235,345701,710,14,100,67,25,0,4,00,Unknown
1992,603,1,NA,NA,1992-08-30,243,345701,710,36,100,7,90,0,3,00,Unknown
1990,603,1,NA,NA,1990-09-07,250,345631,710,30,100,58,9,0,31,00,Unknown
1995,603,1,NA,NA,1995-08-26,238,345701,710,16,101,39,45,0,15,00,Unknown
1993,603,1,NA,NA,1993-08-26,238,345631,710,9,100,17,51,0,30,00,Unknown
1993,603,1,NA,NA,1993-08-26,238,345631,710,10,100,14,54,0,31,00,Unknown
1991,603,1,NA,NA,1991-08-29,241,345731,710,37,101,24,52,0,24,00,Unknown
1988,603,1,NA,NA,1988-08-23,236,345701,710,16,100,36,34,0,29,00,Unknown
1992,603,1,NA,NA,1992-08-24,237,345731,710,19,99,23,49,0,12,00,Unknown
1993,603,1,NA,NA,1993-08-25,237,345631,710,6,102,44,47,0,6,00,Unknown
1988,603,1,NA,NA,1988-08-25,238,345731,710,20,99,16,68,0,12,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,5,100,35,48,0,14,00,Unknown
1992,603,1,NA,NA,1992-08-30,243,345701,710,34,100,8,82,0,5,00,Unknown
1988,603,1,NA,NA,1988-08-15,228,345631,710,2,98,36,32,0,30,00,Unknown
1994,603,1,NA,NA,1994-08-26,238,345731,710,10,98,53,6,0,37,00,Unknown
1992,603,1,NA,NA,1992-08-30,243,345701,710,36,100,16,70,0,13,00,Unknown
1992,603,1,NA,NA,1992-08-21,234,345631,710,16,100,16,69,0,11,00,Unknown
1990,603,1,NA,NA,1990-08-29,241,345731,710,10,101,9,84,0,7,00,Unknown
1990,603,1,NA,NA,1990-09-10,253,345631,710,40,99,32,24,0,37,00,Unknown
1989,603,1,NA,NA,1989-08-08,220,345701,710,2,100,12,66,0,20,00,Unknown
1994,603,1,NA,NA,1994-08-26,238,345731,710,9,100,35,31,0,32,00,Unknown
1993,603,1,NA,NA,1993-09-02,245,345731,710,26,99,23,54,0,18,00,Unknown
1989,603,1,NA,NA,1989-08-23,235,345731,710,37,100,11,85,0,4,00,Unknown
1995,603,1,NA,NA,1995-08-27,239,345701,710,18,100,17,67,0,15,00,Unknown
1989,603,1,NA,NA,1989-08-18,230,345701,710,22,100,12,75,0,12,00,Unknown
1996,603,1,NA,NA,1996-08-28,241,345731,710,28,100,45,33,0,20,00,Unknown
1991,603,1,NA,NA,1991-08-13,225,345701,710,1,107,11,95,0,1,00,Unknown
1995,603,1,NA,NA,1995-08-27,239,345701,710,20,99,40,41,0,12,00,Unknown
1995,603,1,NA,NA,1995-08-30,242,345631,710,26,99,25,51,0,15,00,Unknown
1994,603,1,NA,NA,1994-08-28,240,345631,710,13,98,57,12,0,22,00,Unknown
1994,603,1,NA,NA,1994-09-05,248,345701,710,36,98,31,58,0,8,00,Unknown
1992,603,1,NA,NA,1992-08-27,240,345701,710,31,99,8,74,0,13,00,Unknown
1996,603,1,NA,NA,1996-08-28,241,345731,710,29,100,47,23,0,27,00,Unknown
1993,603,1,NA,NA,1993-08-26,238,345631,710,9,99,20,57,0,19,00,Unknown
1991,603,1,NA,NA,1991-08-23,235,345631,710,28,100,7,81,0,11,00,Unknown
1990,603,1,NA,NA,1990-09-03,246,345701,710,24,101,32,20,0,38,00,Unknown
1990,603,1,NA,NA,1990-09-03,246,345701,710,23,99,4,94,0,1,00,Unknown
1995,603,1,NA,NA,1995-09-02,245,345631,710,36,99,63,9,0,22,00,Unknown
1995,603,1,NA,NA,1995-09-02,245,345631,710,36,100,39,28,0,26,00,Unknown
1988,603,1,NA,NA,1988-08-19,232,345701,710,11,96,46,33,0,17,00,Unknown
1989,603,1,NA,NA,1989-08-25,237,345731,710,43,100,4,89,0,7,00,Unknown
1991,603,1,NA,NA,1991-08-28,240,345731,710,26,100,11,79,0,10,00,Unknown
1994,603,1,NA,NA,1994-08-30,242,345631,710,21,100,32,62,0,4,00,Unknown
1993,603,1,NA,NA,1993-08-31,243,345731,710,19,99,23,56,0,17,00,Unknown
1993,603,1,NA,NA,1993-09-07,250,345701,710,36,99,36,41,0,21,00,Unknown
1995,603,1,NA,NA,1995-09-04,247,345731,710,42,100,43,33,0,21,00,Unknown
1995,603,1,NA,NA,1995-09-06,249,345731,710,48,97,44,44,0,8,00,Unknown
1990,603,1,NA,NA,1990-08-30,242,345701,710,15,99,13,82,0,3,00,Unknown
1988,603,1,NA,NA,1988-08-23,236,345701,710,16,101,19,65,0,17,00,Unknown
1992,603,1,NA,NA,1992-08-18,231,345631,710,3,97,12,82,0,3,00,Unknown
1993,603,1,NA,NA,1993-09-03,246,345731,710,27,98,33,33,0,31,00,Unknown
1994,603,1,NA,NA,1994-08-23,235,345731,710,2,100,25,45,0,22,00,Unknown
1992,603,1,NA,NA,1992-08-20,233,345631,710,11,98,25,62,0,8,00,Unknown
1989,603,1,NA,NA,1989-08-11,223,345631,710,13,103,22,69,0,8,00,Unknown
1993,603,1,NA,NA,1993-09-07,250,345701,710,34,100,42,13,0,41,00,Unknown
1992,603,1,NA,NA,1992-08-19,232,345631,710,7,103,30,51,0,20,00,Unknown
1995,603,1,NA,NA,1995-09-02,245,345631,710,37,100,24,46,0,28,00,Unknown
1991,603,1,NA,NA,1991-08-13,225,345701,710,2,101,32,64,0,5,00,Unknown
1995,603,1,NA,NA,1995-09-05,248,345731,710,46,99,21,55,0,13,00,Unknown
1994,603,1,NA,NA,1994-08-30,242,345631,710,20,99,43,35,0,16,00,Unknown
1995,603,1,NA,NA,1995-09-07,250,345731,710,52,98,65,1,0,27,00,Unknown
1994,603,1,NA,NA,1994-08-24,236,345731,710,5,96,41,13,0,41,00,Unknown
1995,603,1,NA,NA,1995-08-29,241,345631,710,22,100,30,50,0,12,00,Unknown
1988,603,1,NA,NA,1988-08-18,231,345631,710,8,96,63,2,0,26,00,Unknown
1995,603,1,NA,NA,1995-08-25,237,345701,710,7,96,17,28,0,49,00,Unknown
1991,603,1,NA,NA,1991-08-14,226,345701,710,4,98,44,19,0,32,00,Unknown
1995,603,1,NA,NA,1995-08-26,238,345701,710,16,102,37,45,0,15,00,Unknown
1995,603,1,NA,NA,1995-08-29,241,345631,710,21,102,30,30,0,30,00,Unknown
1992,603,1,NA,NA,1992-08-18,231,345631,710,4,98,17,77,0,4,00,Unknown
1996,603,1,NA,NA,1996-08-20,233,345631,710,12,104,61,30,0,9,00,Unknown
1996,603,1,NA,NA,1996-08-17,230,345631,710,1,99,41,30,0,23,00,Unknown
1993,603,1,NA,NA,1993-08-27,239,345701,710,13,100,28,57,0,11,00,Unknown
1990,603,1,NA,NA,1990-09-03,246,345701,710,21,100,3,95,0,1,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,4,101,65,14,0,19,00,Unknown
1992,603,1,NA,NA,1992-08-24,237,345731,710,19,100,19,42,0,28,00,Unknown
1995,603,1,NA,NA,1995-09-01,244,345631,710,31,99,32,38,0,26,00,Unknown
1996,603,1,NA,NA,1996-08-20,233,345631,710,11,101,35,41,0,22,00,Unknown
1990,603,1,NA,NA,1990-08-27,239,345731,710,5,100,18,69,0,13,00,Unknown
1995,603,1,NA,NA,1995-08-25,237,345701,710,12,100,28,46,0,8,00,Unknown
1989,603,1,NA,NA,1989-08-09,221,345631,710,7,101,5,92,0,4,00,Unknown
1996,603,1,NA,NA,1996-08-24,237,345701,710,17,100,61,22,0,12,00,Unknown
1996,603,1,NA,NA,1996-08-24,237,345701,710,19,98,45,41,0,7,00,Unknown
1994,603,1,NA,NA,1994-08-31,243,345631,710,24,100,21,52,0,24,00,Unknown
1988,603,1,NA,NA,1988-08-16,229,345631,710,5,101,70,5,0,26,00,Unknown
1996,603,1,NA,NA,1996-08-29,242,345731,710,32,100,49,32,0,15,00,Unknown
1989,603,1,NA,NA,1989-08-17,229,345631,710,19,99,13,72,0,11,00,Unknown
1988,603,1,NA,NA,1988-08-17,230,345631,710,6,99,39,44,0,16,00,Unknown
1995,603,1,NA,NA,1995-08-29,241,345631,710,21,100,30,19,0,38,00,Unknown
1991,603,1,NA,NA,1991-08-29,241,345731,710,36,100,35,43,0,18,00,Unknown
1991,603,1,NA,NA,1991-08-28,240,345731,710,34,100,21,66,0,13,00,Unknown
1993,603,1,NA,NA,1993-08-28,240,345631,710,15,99,28,51,0,19,00,Unknown
1989,603,1,NA,NA,1989-08-19,231,345701,710,27,99,12,71,0,14,00,Unknown
1988,603,1,NA,NA,1988-08-18,231,345631,710,8,100,46,20,0,33,00,Unknown
1996,603,1,NA,NA,1996-08-31,244,345701,710,37,102,33,35,0,29,00,Unknown
1989,603,1,NA,NA,1989-08-23,235,345731,710,33,101,19,43,0,34,00,Unknown
1996,603,1,NA,NA,1996-08-25,238,345701,710,20,99,55,3,0,21,00,Unknown
1996,603,1,NA,NA,1996-08-20,233,345631,710,11,100,47,32,0,18,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,4,100,39,34,0,24,00,Unknown
1991,603,1,NA,NA,1991-08-13,225,345701,710,1,100,8,79,0,10,00,Unknown
1994,603,1,NA,NA,1994-08-24,236,345731,710,6,100,41,28,0,28,00,Unknown
1995,603,1,NA,NA,1995-09-02,245,345631,710,38,99,39,35,0,18,00,Unknown
1996,603,1,NA,NA,1996-08-25,238,345701,710,22,100,51,30,0,15,00,Unknown
1988,603,1,NA,NA,1988-08-17,230,345631,710,7,100,34,33,0,30,00,Unknown
1995,603,1,NA,NA,1995-09-08,251,345731,710,60,100,32,44,0,16,00,Unknown
1991,603,1,NA,NA,1991-08-23,235,345631,710,25,100,3,95,0,2,00,Unknown
1995,603,1,NA,NA,1995-08-26,238,345701,710,14,98,67,21,0,8,00,Unknown
1988,603,1,NA,NA,1988-08-24,237,345731,710,18,102,42,53,0,3,00,Unknown
1995,603,1,NA,NA,1995-09-06,249,345731,710,47,99,24,34,0,30,00,Unknown
1991,603,1,NA,NA,1991-08-20,232,345631,710,16,100,30,45,0,13,00,Unknown
1992,603,1,NA,NA,1992-08-25,238,345731,710,23,99,25,63,0,9,00,Unknown
1996,603,1,NA,NA,1996-08-28,241,345731,710,29,100,35,46,0,14,00,Unknown
1994,603,1,NA,NA,1994-09-04,247,345701,710,34,100,37,38,0,16,00,Unknown
1995,603,1,NA,NA,1995-08-29,241,345631,710,22,102,41,34,0,15,00,Unknown
1989,603,1,NA,NA,1989-08-11,223,345631,710,14,100,13,64,0,18,00,Unknown
1989,603,1,NA,NA,1989-08-18,230,345701,710,22,100,15,66,0,18,00,Unknown
1989,603,1,NA,NA,1989-08-16,228,345631,710,17,100,26,68,0,3,00,Unknown
1988,603,1,NA,NA,1988-08-25,238,345731,710,22,101,27,50,0,24,00,Unknown
1993,603,1,NA,NA,1993-09-01,244,345731,710,24,98,36,25,0,34,00,Unknown
1990,603,1,NA,NA,1990-09-09,252,345631,710,36,100,61,11,0,26,00,Unknown
1994,603,1,NA,NA,1994-08-25,237,345731,710,7,100,28,42,0,27,00,Unknown
1991,603,1,NA,NA,1991-08-22,234,345631,710,22,102,66,26,0,7,00,Unknown
1990,603,1,NA,NA,1990-08-28,240,345731,710,8,100,7,85,0,6,00,Unknown
1992,603,1,NA,NA,1992-08-31,244,345701,710,39,100,7,89,0,4,00,Unknown
1991,603,1,NA,NA,1991-08-23,235,345631,710,25,100,53,41,0,4,00,Unknown
2018,603,2,57935,kaia,2018-08-07,219,345701,710,6,45,16,7,0,1,00,Unknown
1991,603,1,NA,NA,1991-08-23,235,345631,710,28,100,7,84,0,9,00,Unknown
1991,603,1,NA,NA,1991-08-24,236,345631,710,29,100,28,28,0,34,00,Unknown
1991,603,1,NA,NA,1991-08-29,241,345731,710,37,100,22,42,0,34,00,Unknown
1996,603,1,NA,NA,1996-08-27,240,345731,710,25,99,57,30,0,7,00,Unknown
1992,603,1,NA,NA,1992-08-18,231,345631,710,4,97,15,74,0,4,00,Unknown
1995,603,1,NA,NA,1995-08-27,239,345701,710,15,99,43,13,0,35,00,Unknown
1990,603,1,NA,NA,1990-09-07,250,345631,710,28,99,17,65,0,16,00,Unknown
1994,603,1,NA,NA,1994-08-29,241,345631,710,18,100,33,39,0,25,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,5,90,46,22,0,19,00,Unknown
1993,603,1,NA,NA,1993-09-07,250,345701,710,34,102,87,11,0,3,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,4,100,18,65,0,14,00,Unknown
1996,603,1,NA,NA,1996-08-17,230,345631,710,3,100,39,44,0,9,00,Unknown
1988,603,1,NA,NA,1988-08-25,238,345731,710,22,101,21,63,0,17,00,Unknown
1994,603,1,NA,NA,1994-08-26,238,345731,710,9,100,40,17,0,39,00,Unknown
1995,603,1,NA,NA,1995-08-24,236,345701,710,3,91,16,39,0,25,00,Unknown
1995,603,1,NA,NA,1995-09-02,245,345631,710,40,102,37,48,0,15,00,Unknown
1988,603,1,NA,NA,1988-08-16,229,345631,710,4,94,14,63,0,17,00,Unknown
1991,603,1,NA,NA,1991-08-14,226,345701,710,6,100,10,84,0,6,00,Unknown
2018,603,2,57935,kaia,2018-08-08,220,345701,710,8,43,12,10,0,1,00,Unknown
1994,603,1,NA,NA,1994-08-30,242,345631,710,21,100,39,28,0,28,00,Unknown
1991,603,1,NA,NA,1991-08-16,228,345701,710,13,100,15,78,0,6,00,Unknown
1994,603,1,NA,NA,1994-08-26,238,345731,710,12,99,32,52,0,14,00,Unknown
1988,603,1,NA,NA,1988-08-16,229,345631,710,5,100,57,8,0,35,00,Unknown
1996,603,1,NA,NA,1996-08-31,244,345701,710,37,103,49,27,0,22,00,Unknown
1989,603,1,NA,NA,1989-08-08,220,345701,710,1,100,16,58,0,24,00,Unknown
1989,603,1,NA,NA,1989-08-24,236,345731,710,38,101,10,77,0,14,00,Unknown
1995,603,1,NA,NA,1995-08-30,242,345631,710,25,100,44,5,0,37,00,Unknown
1991,603,1,NA,NA,1991-08-23,235,345631,710,28,100,7,87,0,4,00,Unknown
1995,603,1,NA,NA,1995-08-29,241,345631,710,24,101,39,37,0,18,00,Unknown
1988,603,1,NA,NA,1988-08-23,236,345701,710,16,97,16,67,0,14,00,Unknown
1995,603,1,NA,NA,1995-09-06,249,345731,710,50,101,12,61,0,24,00,Unknown
1991,603,1,NA,NA,1991-08-21,233,345631,710,19,99,23,63,0,10,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,30,99,53,24,0,16,00,Unknown
1989,603,1,NA,NA,1989-08-24,236,345731,710,39,100,28,48,0,23,00,Unknown
1992,603,1,NA,NA,1992-08-20,233,345631,710,10,98,15,77,0,6,00,Unknown
1992,603,1,NA,NA,1992-08-17,230,345701,710,1,95,63,15,0,14,00,Unknown
1996,603,1,NA,NA,1996-08-31,244,345701,710,38,99,54,20,0,21,00,Unknown
1996,603,1,NA,NA,1996-08-31,244,345731,710,36,100,59,10,0,27,00,Unknown
1990,603,1,NA,NA,1990-09-08,251,345631,710,32,99,51,14,0,31,00,Unknown
1988,603,1,NA,NA,1988-08-19,232,345701,710,11,96,28,30,0,34,00,Unknown
1996,603,1,NA,NA,1996-08-26,239,345701,710,24,99,40,41,0,15,00,Unknown
1992,603,1,NA,NA,1992-08-19,232,345631,710,8,98,36,42,0,11,00,Unknown
1990,603,1,NA,NA,1990-08-28,240,345731,710,8,100,13,78,0,9,00,Unknown
1988,603,1,NA,NA,1988-08-16,229,345631,710,5,100,58,10,0,31,00,Unknown
1993,603,1,NA,NA,1993-09-07,250,345701,710,36,101,42,40,0,17,00,Unknown
1990,603,1,NA,NA,1990-09-03,246,345701,710,24,100,34,43,0,18,00,Unknown
1993,603,1,NA,NA,1993-09-07,250,345701,710,35,99,35,38,0,26,00,Unknown
1990,603,1,NA,NA,1990-08-30,242,345701,710,13,100,8,90,0,2,00,Unknown
1993,603,1,NA,NA,1993-09-08,251,345701,710,38,99,37,24,0,18,00,Unknown
1990,603,1,NA,NA,1990-09-02,245,345701,710,20,100,11,85,0,1,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,4,100,38,50,0,12,00,Unknown
1988,603,1,NA,NA,1988-08-16,229,345631,710,5,97,65,2,0,29,00,Unknown
1996,603,1,NA,NA,1996-08-24,237,345701,710,18,100,9,87,0,3,00,Unknown
1992,603,1,NA,NA,1992-08-20,233,345631,710,11,98,48,25,0,22,00,Unknown
1988,603,1,NA,NA,1988-08-16,229,345631,710,4,100,11,65,0,24,00,Unknown
1989,603,1,NA,NA,1989-08-23,235,345731,710,35,100,9,82,0,8,00,Unknown
1991,603,1,NA,NA,1991-08-14,226,345701,710,4,100,19,69,0,7,00,Unknown
1994,603,1,NA,NA,1994-08-30,242,345631,710,20,101,26,52,0,16,00,Unknown
1995,603,1,NA,NA,1995-08-28,240,345701,710,19,102,24,26,0,46,00,Unknown
1989,603,1,NA,NA,1989-08-24,236,345731,710,38,101,11,76,0,13,00,Unknown
1994,603,1,NA,NA,1994-08-26,238,345731,710,11,101,10,84,0,6,00,Unknown
1989,603,1,NA,NA,1989-08-09,221,345701,710,4,100,9,61,0,27,00,Unknown
1994,603,1,NA,NA,1994-08-29,241,345631,710,19,101,8,80,0,13,00,Unknown
1994,603,1,NA,NA,1994-08-24,236,345731,710,5,98,42,18,0,36,00,Unknown
1992,603,1,NA,NA,1992-08-26,239,345731,710,29,98,24,62,0,9,00,Unknown
1992,603,1,NA,NA,1992-08-18,231,345701,710,2,93,15,77,0,1,00,Unknown
1990,603,1,NA,NA,1990-09-02,245,345701,710,18,98,33,56,0,7,00,Unknown
1991,603,1,NA,NA,1991-08-30,242,345631,710,40,100,29,37,0,32,00,Unknown
1992,603,1,NA,NA,1992-08-25,238,345731,710,23,100,16,66,0,13,00,Unknown
1992,603,1,NA,NA,1992-08-25,238,345731,710,24,98,7,81,0,10,00,Unknown
1988,603,1,NA,NA,1988-08-18,231,345631,710,8,96,55,9,0,30,00,Unknown
1994,603,1,NA,NA,1994-08-26,238,345731,710,11,100,14,81,0,5,00,Unknown
1994,603,1,NA,NA,1994-08-28,240,345631,710,15,101,43,40,0,15,00,Unknown
1994,603,1,NA,NA,1994-08-28,240,345631,710,15,99,26,60,0,11,00,Unknown
1990,603,1,NA,NA,1990-09-07,250,345631,710,28,99,20,56,0,22,00,Unknown
1989,603,1,NA,NA,1989-08-19,231,345701,710,25,100,14,58,0,23,00,Unknown
1992,603,1,NA,NA,1992-08-25,238,345731,710,24,100,27,60,0,10,00,Unknown
1995,603,1,NA,NA,1995-08-25,237,345701,710,9,94,21,50,0,18,00,Unknown
1994,603,1,NA,NA,1994-08-29,241,345631,710,18,100,65,27,0,8,00,Unknown
1995,603,1,NA,NA,1995-08-26,238,345701,710,13,98,46,13,0,32,00,Unknown
1989,603,1,NA,NA,1989-08-16,228,345631,710,15,99,17,59,0,18,00,Unknown
1996,603,1,NA,NA,1996-08-31,244,345731,710,36,100,37,31,0,24,00,Unknown
1989,603,1,NA,NA,1989-08-16,228,345631,710,17,100,23,43,0,28,00,Unknown
1992,603,1,NA,NA,1992-08-31,244,345701,710,37,99,24,43,0,25,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,29,98,42,17,0,34,00,Unknown
1995,603,1,NA,NA,1995-08-31,243,345631,710,29,99,49,7,0,40,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,26,99,42,27,0,26,00,Unknown
1993,603,1,NA,NA,1993-09-01,244,345731,710,24,97,47,24,0,23,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,29,99,36,38,0,23,00,Unknown
1989,603,1,NA,NA,1989-08-20,232,345701,710,29,100,9,78,0,12,00,Unknown
1995,603,1,NA,NA,1995-09-01,244,345631,710,31,98,30,43,0,17,00,Unknown
1995,603,1,NA,NA,1995-09-04,247,345731,710,41,100,56,0,0,41,00,Unknown
1992,603,1,NA,NA,1992-08-30,243,345701,710,33,99,18,44,0,32,00,Unknown
1996,603,1,NA,NA,1996-08-24,237,345701,710,17,100,50,21,0,25,00,Unknown
1995,603,1,NA,NA,1995-09-01,244,345631,710,31,100,36,41,0,16,00,Unknown
1996,603,1,NA,NA,1996-08-17,230,345631,710,2,101,34,47,0,17,00,Unknown
1996,603,1,NA,NA,1996-08-18,231,345631,710,6,101,38,53,0,4,00,Unknown
1995,603,1,NA,NA,1995-09-07,250,345731,710,53,101,39,17,0,35,00,Unknown
1996,603,1,NA,NA,1996-08-25,238,345701,710,21,101,69,9,0,16,00,Unknown
1994,603,1,NA,NA,1994-09-02,245,345701,710,27,97,10,82,0,4,00,Unknown
1991,603,1,NA,NA,1991-08-29,241,345731,710,35,101,40,37,0,23,00,Unknown
1994,603,1,NA,NA,1994-09-03,246,345701,710,32,101,26,53,0,20,00,Unknown
1996,603,1,NA,NA,1996-08-25,238,345701,710,21,100,55,8,0,29,00,Unknown
1991,603,1,NA,NA,1991-08-13,225,345701,710,3,100,25,39,0,26,00,Unknown
1994,603,1,NA,NA,1994-09-03,246,345701,710,32,99,28,54,0,17,00,Unknown
1994,603,1,NA,NA,1994-09-05,248,345701,710,38,98,45,22,0,25,00,Unknown
1989,603,1,NA,NA,1989-08-24,236,345731,710,40,98,17,71,0,8,00,Unknown
1996,603,1,NA,NA,1996-08-28,241,345731,710,28,100,48,31,0,18,00,Unknown
1995,603,1,NA,NA,1995-08-23,235,345701,710,4,100,21,72,0,5,00,Unknown
1988,603,1,NA,NA,1988-08-25,238,345731,710,20,99,13,72,0,11,00,Unknown
1996,603,1,NA,NA,1996-08-20,233,345631,710,11,102,52,34,0,14,00,Unknown
1991,603,1,NA,NA,1991-08-14,226,345701,710,6,99,34,52,0,9,00,Unknown
